       20000   0.00000000    
   1.00000005E-03   1.00000005E-03   1.00000005E-03 -0.287913769      0.287913769       0.00000000               1
 -0.614221036      0.423105687       1.85469333E-02 -0.759949386      -1.10321581       0.00000000               1
   2.11497247E-02 -0.834471881       6.29955111E-03   1.37459791       3.48392390E-02   0.00000000               1
  0.806163073      0.474143922      -3.49573120E-02 -0.713749111       1.21355164       0.00000000               1
  0.460076004      0.399967939       2.04368494E-02 -0.833419025      0.958667040       0.00000000               1
 -0.338176161     -0.398010522       1.04056727E-02  0.925344765     -0.786234319       0.00000000               1
   2.32995097E-02 -0.111955643       2.97393277E-03  0.944384754      0.196539462       0.00000000               1
   1.53731716     -0.428580493      -4.87418240E-03  0.405955344       1.45616090       0.00000000               1
  0.368222028      0.799351513       9.61621664E-03  -1.26310074      0.581848621       0.00000000               1
  -1.33015501      0.474452525       2.48492621E-02 -0.502254784      -1.40810025       0.00000000               1
  0.181162432      0.705995619      -8.29764642E-03  -1.29015625      0.331061304       0.00000000               1
 -0.984888494      0.733360589      -1.86196957E-02 -0.878486693      -1.17978990       0.00000000               1
  0.502071142      0.707741380      -2.25224271E-02  -1.13097334      0.802311599       0.00000000               1
 -0.490839243     -0.450832933       3.30735184E-02  0.880702078     -0.958854437       0.00000000               1
 -0.737734199     -0.389933079      -1.11753568E-02  0.642509162      -1.21559572       0.00000000               1
 -0.517534792      0.637184560      -2.14531366E-02  -1.06345463     -0.863760293       0.00000000               1
  0.780378878     -0.107351437      -4.74040018E-04  0.184947073       1.34445131       0.00000000               1
 -0.896796227     -0.283776492      -1.76887326E-02  0.425169915      -1.34363055       0.00000000               1
 -0.537304938      0.503078520      -1.02076614E-02 -0.912586987     -0.974673808       0.00000000               1
   2.06288435E-02  0.118171975       7.44187087E-03 -0.946809649      0.165281042       0.00000000               1
  -1.39093924     -0.371892959      -5.20084985E-04  0.386892736      -1.44704080       0.00000000               1
 -0.883801997      -9.88204554E-02  -1.24558136E-02  0.154866010      -1.38504612       0.00000000               1
 -0.163764074     -0.636093259       5.08650765E-03   1.25551486     -0.323235989       0.00000000               1
  -1.19434094     -0.819429874      -2.55230907E-03  0.847901881      -1.23583961       0.00000000               1
  0.237962440       1.74384701       4.13238024E-03  -1.50847936      0.205844566       0.00000000               1
