       20000   11.0002003       4.99999987E-05
 -0.827965975      -1.23853004      0.330020010       2.49822998       1.77450001      -1.29776001    
 -0.536377013     -0.895771980      0.220222995       1.07243001       2.83064008     -0.753638029    
  -2.96783996     -0.951608002      0.216388002       2.49318004       1.84949994     -0.738025010    
 -0.694839001       8.56513996E-03  0.196545005       1.07194996       3.11295009     -0.981908023    
 -0.492875993     -0.936371982      0.283605993       1.89868999       2.97679996     -0.996586978    
  -6.94985017E-02  -1.48704004      0.248542994       1.63248003       3.01195002     -0.896005988    
 -0.928901017      -1.21314001      0.219587997       2.16122007      0.762374997     -0.684623003    
  -1.56061006      -2.92304993      -7.10498020E-02   1.81860995       2.36208010     -0.137294993    
  -1.09832001      -3.89267993      0.930526018       1.94377995       2.40690994     -0.902468979    
  -5.29465008      -8.94715977       2.48692989       1.39679003     -0.435660005      -6.67871982E-02
  0.277534992      -1.56815004      0.463191986       1.78614998       2.45970988     -0.618404984    
  -4.37157011      -8.47375011       2.52566004       1.51970005      -7.83955976E-02 -0.152018994    
 -0.945263982      -3.55030990      0.805541992       1.96794999       2.61429000     -0.989374995    
 -0.777467012     -0.931446016      0.311924994       4.65629005       1.76689994      -1.22751999    
 -0.729081988     -0.573665977      0.252000988       2.97411990       3.31940007      -1.56967998    
 -0.778631985     -0.816905022      0.130343005      0.252034009       1.91226006      -1.53042996    
  -1.41577995      0.299062997      0.191615999       1.79231000      0.664182007     -0.941810012    
 -0.435366005      -1.83546996      0.268893987       2.57682991       2.54517007     -0.917258978    
 -0.932841003     -0.675206006      0.246786997       1.21373999       1.84180999     -0.756404996    
 -0.718549013      -1.20274997      0.224400997       1.40404999       2.29362988     -0.639320016    
  -3.96111989      -8.95942020       2.96960998       1.31516004       7.01974034E-02  -8.58018026E-02
 -0.349541992      -1.74819005      0.232336998       2.48762989       2.65711999     -0.743818998    
  -1.09475005      -1.39967000      0.227908999       2.75721002      -3.22559997E-02 -0.458148003    
  -3.75444007      -8.85077000       3.12523007       1.24311996      0.216303006     -0.106882997    
 -0.845661998     -0.486286014      -5.07340990E-02  -1.57023001      0.780304015       6.13585003E-02
  -2.18741012      -2.27882004      0.643882990      0.145760000       2.55022001     -0.544147015    
  -1.90534997     -0.654460013     -0.375367999      0.642253995      -1.10014999      0.576534986    
 -0.231418997      -1.27862000      0.242553994       1.74092996       3.32610011     -0.780748010    
 -0.973780990      -3.26468992      0.772511005       1.89315999       2.83846998      -1.03349996    
  -1.37684000     -0.301447004     -0.260892987       1.20831001      -1.28771996      0.676634014    
 -0.882264972      -1.10835004      0.208758995       1.55506003       1.13044000     -0.447903991    
 -0.723430991     -0.673731029      0.160938993       1.55318999       2.46320009     -0.706301987    
 -0.633144975      -1.05382001      0.306210011      -1.87598001E-02   2.51164007      -1.54982996    
  -1.32121003      -6.43198013       1.02526999       2.21315002      0.651934981     -0.498403013    
  -6.25735998      -10.6631002       3.39540005      0.952048004     -0.766404986      0.208913997    
  -2.30304003      -6.41323996       2.26186991       1.42904997       1.22220004     -0.536643028    
 -0.496827990      -1.48285997      0.225591004       2.86136007       2.38881993     -0.657737970    
 -0.883553982      0.485579014       9.73379984E-03   1.58240998       1.30944002      -1.04639006    
 -0.456907004      -1.20898998       4.63665985E-02   9.92432013E-02   1.53718996      -1.61711001    
 -0.331831008      -1.42199004      0.287286997       2.54129004       2.60930991     -0.730419993    
  -1.88308001      -3.05378008     -0.102104001       1.86065996       2.11853004     -0.232912004    
  -3.05089998      -1.07633996      0.415266991       1.55812001       2.34664011     -0.836210012    
  -7.02881002      -10.8120003       3.26274991      0.853218019     -0.993972003      0.241843998    
 -0.907913983      -1.22854996      0.212272003       1.91156006      0.864309013     -0.624635994    
 -0.484831005      -1.13795996      0.211275995       1.49363995       2.48194003     -0.499725014    
 -0.899995983      -1.28919995      0.212257996       2.67569995      0.890429974      -1.12344003    
  -3.34137011      -2.41760993      0.227805004       2.10858989       1.88847995     -0.408652008    
 -0.586242974      -1.84578001      0.269777000       2.83655000       1.69331002     -0.894824028    
 -0.737730980      -1.13546002      0.220688000       1.42938995       1.97007000     -0.746104002    
  -4.28323984      -8.98139954       2.71606994       1.37860000      -7.23622963E-02  -8.44874009E-02
  -3.62972999      -8.64103985       3.43616009       1.08301997      0.413314015     -0.157002002    
 -0.854499996      -1.53732002      0.269528002       3.21545005      0.791558027     -0.551050007    
  -3.07559991      -1.35880995      0.165209994       2.51454997       1.86143994     -0.692400992    
  -1.72251999     -0.370117009      0.102968998       2.10941005      0.996607006     -0.372135013    
 -0.951448023      -1.11148000      0.234183997       1.32773995      0.893572986     -0.527172029    
   2.40462995E-03  -2.03306007      0.297619998       2.43729997       2.33277988     -0.548380971    
  -1.01467001      -1.29112995      0.212282002       2.27670002      0.850732028     -0.948939979    
  -9.08041954      -9.98196983       2.78133988      0.567198992      -1.45488000      0.288672000    
  -1.56947994      -1.12222004      0.170186996       3.01563001     -0.458986014     -0.405230999    
  -1.51393998      -1.30052996      0.378876001       3.32561994     -0.343219995      -1.29269004    
  -1.42927003      -1.37261999      0.221691996       2.67369008      0.412542999     -0.987603009    
