       20000   11.0002003       4.99999987E-05
   9.23120975       19.8973999       12.7082996      -1.43348002       1.89565003       7.61350021E-02
   8.50086021       19.7723999       12.6737003     -0.179039001     -0.148148000      0.694697976    
   8.84060001       19.1331005       12.6900997      0.775577009      0.591383994      0.843962014    
   8.87421989       18.9613991       12.7236996      0.859467983      0.724079013      0.773944020    
   8.92210007       19.3402996       12.7389002      0.697242022      0.529338002      0.790831983    
   9.40524006       19.4057999       12.7041998      0.694545984       1.60474002      0.977427006    
   9.15569973       19.8057995       12.7226000      0.266238004      0.686374009      0.795832992    
   8.06814957       18.7726994       12.6943998      0.748143017      0.285728008      0.741698027    
   9.84080982       19.2574005       12.6835003      0.580677986       2.25463009      0.704900026    
   8.68463993       21.0538006       12.6777000      -1.85332000      0.524263024      0.839052975    
   8.90149975       20.5881996       12.7000999      -1.56747997      0.593147993      0.722531021    
   7.99854994       19.9256992       12.7066002     -0.581817985     -0.265628010      0.767341971    
   9.87938976       19.3199997       12.7065001      0.491513997       2.32341003      0.797227979    
   9.75020981       20.2618999       12.6799002      -1.10584998       2.28463006      0.975458026    
   8.44620991       19.7105999       12.7026997     -0.160882995     -0.162468001      0.784846008    
   9.27245998       20.7504997       12.7021999      -1.72667003       1.28164995      0.793357015    
   9.97241020       19.8488007       12.7146997     -0.313861996       2.62508988      0.818206012    
   9.35758018       20.8139992       12.7055998      -1.76525998       1.33421004      0.769243002    
   8.50998974       19.7677994       12.7032003     -0.163173005     -0.149724007      0.795084000    
   9.15653992       20.0279007       12.7002001      -1.21712995      0.825150013       1.13609004    
   7.90946007       20.3059998       12.7093000      -1.01619995     -0.154103994      0.808719993    
   8.91094017       20.6900997       12.7063999      -1.67798996      0.635556996      0.770798028    
   9.28503036       20.5382996       12.6879997      -1.65120995       1.32751000      0.845360994    
   7.78294992       20.0307007       12.7158003     -0.696083009     -0.206266999      0.786112010    
   8.48279953       18.3946991       12.6929998       1.16772997      0.633913994      0.741415024    
   9.95098019       20.9498005       12.6408005      -1.58687997       1.93053997      0.863683999    
   8.05990028       18.6275005       12.6984997      0.849740982      0.344305992      0.704198003    
   9.78664017       20.3206005       12.7017002      -1.14451003       2.28722000      0.775445998    
   9.95228004       19.4146996       12.7098999      0.359223008       2.44180012      0.682308972    
   7.33843994       19.2243004       12.7301998      0.211964995      -6.65972009E-02  0.759586990    
   9.21522999       19.7071991       12.7136002      0.596710980       1.14419997      0.347344011    
   8.56882954       20.2716007       12.7117996      -1.02699006      -5.06637990E-03  0.638655007    
